"ID","CAMP_NAME","CATE1","CATE2","CATE3","SIDO_NAME","SIGUGUN_NAME","EUPMYUNDONG_NAME","RY_NAME","BUNJI_NAME","ROAD_NAME","BUILDING_NUM","LATITUDE","LONGITUDE","ZIP","ROAD_ADDRESS","JIBUN_ADDRESS","PHONE","HOMEPAGE","VENDOR","WEEKDAY_OP_STATUS","WEEKEND_OP_STATUS","SPRING_OP_STATUS","SUMMER_OP_STATUS","FALL_OP_STATUS","WINTER_OP_STATUS","FACIL_ELECTRICITY","FACIL_HOT_WATER","FACIL_WIFI","FACIL_CAMPFIRE","FACIL_TRAIL","FACIL_POOL","FACIL_PLAYGROUND","FACIL_MART","FACIL_RESTROOM","FACIL_SHOWERROOM","FACIL_SINK","FACIL_EXTINGUISHER","SURR_FACIL_FISHING","SURR_FACIL_TRAIL","SURR_FACIL_BEACH","SURR_FACIL_MARITIME_LEISURE","SURR_FACIL_VALLEY","SURR_FACIL_STREAM","SURR_FACIL_POOL","SURR_FACIL_YOUTH_EXPERIENCE","SURR_FACIL_RURAL_EXPERIENCE","SURR_FACIL_CHILDRENS_PLAY","GLAM_BED","GLAM_TV","GLAM_FREEZER","GLAM_INTERNET","GLAM_RESTROOM","GLAM_AIRCON","GLAM_HEATER","GLAM_COOKWARE","FACIL_CHARACTERISTICS","FACIL_DETAIL","REG_DATE","LOCATION","BOX_PHOTO_IMAGES","CAMP_INTRO_IMAGES"
6450,"여주 카라반 체험장","여가활동","캠핑","일반야영장","경기도","여주시","점동면","흔암리","14-21 번지","선사길","321 번",37.2381,127.6842,"12666","경기도 여주시 점동면 선사길 321","경기도 여주시 점동면 흔암리 14-21","02-2002-9847","http://yeojucaravan.co.kr","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 미보유","놀이터 보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","카라반, 개별바비큐, 독채, 단체, 데크, 방갈로, 오토캠핑, 침대방, 와이파이, 잔디, 장기숙박, 바비큐장","서울에서 1시간 거리, 남한강 산자락에 위치한 이색 카라반 캠핑 체험장이다. 세계 최대 캠핑카 회사인 미국 Forest River사의 최고급 카라반 모델들을 직접 체험해볼 수 있다. 또한 모델 별 외부 어닝 및 데크 시설을 설치하여 가족·친구들과 더욱 프라이빗한 바비큐 파티와 캠프파이어를 즐길 수 있으며, 마음껏 뛰어놀 수 있는 녹지공간(잔디밭)과 아름다운 조명 및 테이블 의자를 보유한 야외 라운지가 마련되어 있다. * 주변 관광지 안내 : 세종대왕릉, 명성황후 생가, 신륵사, 남한강 자전거길, 강천보, 한강문화원, 은아목장, 여주프리미엄 아울렛","2024-05-09",,"",""
6455,"연미향마을 오토캠핑장","여가활동","캠핑","자동차야영장","경기도","용인시 처인구","원삼면","독성리","23-3 번지","백원로","128-7 번",37.1562,127.3305,"17170","경기도 용인시 처인구 원삼면 백원로 128-7","경기도 용인시 처인구 원삼면 독성리 23-3","031-338-3317","http://www.yeonmihyang.net","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용불가","장작판매","산책로 있음","물놀이장 미보유","놀이터 미보유","마트 없음","4","2","2","30","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 있음","시설 주변 물놀이(청소년체험시설) 있음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","개인 트레일러 입장가능,반려동물 동반 불가능","연미향마을 오토캠핑장 경기도 용인시 처인구 이동면 독성리 위치한 캠핑장으로 농촌마을의 풍경을 느낄 수 있고 또한 체험 할 수 있는 특화체험형 캠핑장이다.     캠핑장은 연미향자영농조합법인이 운영하는 곳으로 사이트는 6m×7m 30면을 운영증이다. 특히 캠핑장에는 시원한 원두막이 있는데 캠핑을 이용하는 모두에게 개방되어 있다. 농촌 체험 캠핑장답게 많은 체험이벤트를 실시 중이다. 홈페이지에서 매달 진행되는 행사를 확인 후 신청하면 1석2조의 기쁨을 누릴 수 있다. 공용시설 내부는 깨끗하고 이용에 필요한 비품들도 잘 갖춰져 있다. 전기, 샤워시설이 제공되고 무선인터넷은 지원하지 않는다.    관리실은 농촌체험 별도 건물에 같이 운영 중이며 캠핑장은 구봉산 산너울길 들머리에 위치하여 산책로 및 등산로와 연계하여 캠핑장을 이용할 수 있어 더욱 좋다. 반려견 입장이 가능하다.","2024-05-09",,"",""
6457,"연인산 다목적 캠핑장","여가활동","캠핑","일반야영장","경기도","가평군","북면","백둔리","349-5 번지","백둔로","441 번",37.9013,127.4604,"12406","경기도 가평군 북면 백둔로 441","경기도 가평군 북면 백둔리 349-5","031-8078-8068","http://www.gpyeonin.co.kr/","지자체","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작 미판매","산책로 있음","물놀이장 미보유","놀이터 보유","마트 없음","1","1","1","39","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","반려동물 동반 가능","알수없음","2024-05-09",,"",""
6459,"연지곤지팜캠핑장","여가활동","캠핑","자동차야영장,글램핑","경기도","포천시","소흘읍","직동리","77-3 번지","직동길","48 번",37.7673,127.1694,"11186","경기도 포천시 소흘읍 직동길 48","경기도 포천시 소흘읍 직동리 77-3","정보없음","https://cafe.naver.com/farmcampingjang","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용불가","wifi 사용불가","장작판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설 있음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 미보유","주차, 예약, 무선 인터넷, 유아시설 (놀이방), 남/녀 화장실 구분","연지곤지팜캠핑장은 국립광릉수목원 근처에 있다. 직동낚시터 지나서 오른쪽 언덕위에 자리잡고 있는데, 광릉숲이야기 캠핑장과 나란히 위치하고 있다. 연지곤지팜캠핑장은 계단식으로 조성되어 있는데, 맨아래쪽에 관리사무소와 편의시설이 있고 중간단에는 타프텐트동이 맨 위쪽에는 글램핑동이 나열되어 있다. 해먹을 설치하는 시설도 있고 위치가 높아 내다보이는 뷰도 좋다. 또한 글램핑 내누베는 테이블과 의자, 식기들이 갖춰진 주방시설이 있고 안쪽으로 텐트가 하나 있다는 게 특징. 안쪽텐트가 침실인데 에어매트와 소파베드가 구비되어 있다.","2024-05-09",,"",""
6460,"연천 사미천 캠핑장","여가활동","캠핑","자동차야영장","경기도","연천군","장남면","원당리","41 번지","장백로330번길","236 번",37.9961,126.8905,"11050","경기도 연천군 장남면 장백로330번길 236","경기도 연천군 장남면 원당리 41","031-833-7796","정보없음","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 없음","2","2","1","10","낚시 시설 있음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 있음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","개인 트레일러 입장가능,반려동물 동반 불가능","경기도 연천군 장남면의 사미천캠핑장은 임진강과 사미천(샛강)이 교차하는 곳에 위치한 아담한 사이즈의 캠핑장이다. 봄철 자연의 싱그러움과 가을철 단풍을 즐기기 좋은 곳이다. 여름철 임진강의 시원함을 즐기기도 좋다. 사미천캠핑장의 옛 명칭은 연천장남샛강캠핑장이다.     사미천캠핑장은 약 20여개의 사이트를 펼칠 수 있다. 친절함과 소박한 농촌의 정겨움을 즐기기 좋다. 마치 고향집 할머니 집 마당에서 캠핑 하는 분위기를 느낄 수 있다.     조용한 산기슭에 위치하며 한적하다. 여름철 아이들이 즐길 수 있는 작은 물놀이장이 준비되어 있다. 느끼게 된다.  기타 편의시설은 샤워장, 개수대, 남녀화장실 등이 갖춰져 있다.","2024-05-09",,"",""
6462,"연천 한여울팜파크 글램핑장","여가활동","캠핑","글램핑","경기도","연천군","연천읍","고문리","183-9 번지","현문로","537 번",38.0657,127.1218,"11018","경기도 연천군 연천읍 현문로 537","경기도 연천군 연천읍 고문리 183-9","031-834-7271","정보없음","지자체","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용불가","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 미보유","놀이터 미보유","마트 없음","1","1","1","5","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 미보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 미보유","반려동물 동반 불가능","알수없음","2024-05-09",,"",""
6464,"연천재인폭포오토캠핑장","여가활동","캠핑","일반야영장,카라반","경기도","연천군","연천읍","고문리","117-1 번지","현문로508번길","140 번",38.0653,127.1276,"11018","경기도 연천군 연천읍 현문로508번길 140","경기도 연천군 연천읍 고문리 117-1","031-834-7271","http://www.연천재인폭포오토캠핑장.com/index.php","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 있음","물놀이장 보유","놀이터 보유","마트 있음","4","2","2","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 있음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 보유","반려동물 동반 불가능","연천재인폭포오토캠핑장은 경기도 연천군 연천읍에 자리했다. 연천군청을 기점으로 재인폭포 방면으로 약 15분 달리면 닿는다. 약 13만㎡에 이르는 대지 위에 오토캠핑 100면, 캐러밴 20대를 마련했다. 모든 오토캠핑 사이트에서 전기와 화로를 사용할 수 있다. 캐러밴은 4인용과 6인용으로 나뉘며, 외부에는 전용 데크와 테이블을 비치했다. 4~6인용과 6~8인용의 케빈하우스도 있는데, 일반 펜션 수준의 시설을 갖췄다. 캠핑장 내에는 카트레이싱장이 있으며 10분 기준으로 1인승은 10,000원, 2인승은 15,000원이다. 캠핑장 이곳저곳을 누빌 수 있는 전기자전거도 대여하고 있다. 이밖에 커피숍, 놀이터, 야외수영장, 파크골프장, 댐둘레길, 농구장 등 즐길 거리가 많다.","2024-05-09",,"",""
6468,"열두달캠핑장","여가활동","캠핑","자동차야영장","경기도","가평군","북면","목동리","542 번지","멱골로","202-101 번",37.904,127.5707,"12403","경기도 가평군 북면 멱골로 202-101","경기도 가평군 북면 목동리 542","0505-765-0654","https://www.instagram.com/12dal_pension_camping/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용불가","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","스파, 복층, 가족실, 2인실, 침대방, 개별바비큐, 오토캠핑, 데크, 모던, 와이파이, 신축, 수영장, 계곡"," 가평에서 화악산 가는길. 북면소재지와 목동산업단지를 지나 내리막길 끝에 있는 다리를 건넌다음 바로 우회전해 먹골쪽으로 들어가면 목동2이 마을회관을 만난다. 마을 회관 가기 직저  오른쪽 계곡을 건너면 열두달 펜션이 있다. 캠핑장은 바로 이곳 열두달 펜션안쪽에 있다. 펜션안으로 들어가면 상당히 큰 규모의 수영장과 전망대가 있고, 펜션건물 왼쪽에 캠핑장이 마련되어 있다. 6개의 데크사이트로 규모는 작지만, 사이트 마다 그늘막이 세워져 있고, 옆으로 불멍을 할 수 있도록 캠프파이어장을 만들어 놓는 등 아기자기한 재미거리가 많다. ","2024-05-09",,"",""
6514,"오름새","여가활동","캠핑","자동차야영장","경기도","여주시","산북면","송현리","465 번지","송현길","111-31 번",37.3807,127.4553,"12603","경기도 여주시 산북면 송현길 111-31","경기도 여주시 산북면 송현리 465","031-885-2820","http://cafe.naver.com/campcarline","민간","평일 운영","주말 운영","봄 미운영","여름 미운영","가을 미운영","겨울 미운영","전기 사용가능","온수 사용불가","wifi 사용불가","장작 미판매","산책로 없음","물놀이장 미보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","반려동물 동반 불가능","오름새캠핑장은 도심을 벗어나 자연을 느낄 수 있는 자연친화적 캠핑장이다. 카라반 전용의 자동차 야영장으로, 카라반이나 캠핑카를 소유하신 분들을 대상으로 1년단위로 장박 사용이 가능하다. ","2024-05-09",,"",""
6524,"오커빌리지","여가활동","캠핑","자동차야영장,카라반,글램핑","경기도","양평군","","연수리","","","",37.5266,127.556,"12509","경기도 양평군 용문면 장수길 22 양평오커빌리지","경기도 양평군 용문면 연수리 530","031-775-5071","http://www.ocher.kr","지자체","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용불가","장작 미판매","산책로 있음","물놀이장 보유","놀이터 보유","마트 없음","2","1","1","40","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 보유","글램핑 취사도구 미보유","독채, 복층, 가족실, 데크, 2인실, 온돌방, 카라반, 수영장, 바비큐장, 파티, 자연학습, 체험활동, 잔디, 단체, 침대방, 세미나실, 와이파이, 공용시설, 개별바비큐, 족구장, 계곡, 오토캠핑, 글램핑, 한옥","양평에서만 느끼실 수 있는 숨을 쉬는 황토로 빚 어낸 오커하우스를 만나보세요!","2024-05-09",,"",""
6531,"오하브","여가활동","캠핑","자동차야영장,글램핑","경기도","가평군","북면","제령리","533-1 번지","꽃넘이길","43 번",37.8961,127.5269,"12405","경기도 가평군 북면 꽃넘이길 43","경기도 가평군 북면 제령리 533-1","031-582-0002","www.ohave.kr","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 없음","10","8","6","3","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 있음","시설 주변 물놀이(청소년체험시설) 있음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 있음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","글램핑, 복층, 반려동물, 바비큐장, 계곡, 2인실, 가족실, 침대방, 잔디, 와이파이, 독채, 개별바비큐, 온돌방, 공용시설, 족구장, 수영장, 조식제공, 픽업, 데크","(,)쉼표와 힐링이 있는 복합문화공간, 오하브입니다.  오하브(OHAVE)는 히브리어로 &apos;사랑하는 연인&apos; 이라는 뜻으로, 팬션과 글램핑, 레스토랑, 카페까지 쾌적한 시설을 보유하고 있습니다.  또한, 서울에서 1시간거리에 위치한 접근성으로 스몰웨딩, 야유회 워크샵 등 야외 단체행사에도   적합한 문화공간으로 자리매김하고 있습니다.  오하브는 다채로운 볼거리와 만족스러운 서비스를 제공하기 위해 365일 노력하고 있습니다.  부디 오하브에서 즐거운 시간 행복한 추억을 만들어 가시길 바랍니다.","2024-05-09",,"",""
6540,"온더락캠핑장","여가활동","캠핑","글램핑","경기도","가평군","상면","행현리","190 번지","수목원로","238-106 번",37.7602,127.3585,"12448","경기도 가평군 상면 수목원로 238-106","경기도 가평군 상면 행현리 산 190","정보없음","www.ontherock.kr","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 있음","2","1","0","9","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 보유","숲속의, 힐링 조식포함 글램핑","경기도 가평군 상면에 위치한 온더락캠핑장은 아침고요수목원 가는 길목에 있는 숲 깊고 전망 좋은 호텔식 글램핑으로 아침에 조식이 제공되는 전원 속 캠핑장이다.      캠핑장은 공기 좋은 산속에 위치해 차를 이용해 산속을 오르고 내리막길을 내려가야 하는 불편이 있으나 도로는 포장되어 염려할 필요가 없다. 전망이 워낙 좋은 곳이라 주위에  많은 별장들이 자리 잡고 있다. 전나무 숲속에 멋진 글램핑 7동이 자리하는데 모양도 예쁘지만 내부 인테리어가 이용객의 마음을 사로잡기에 충분하다. 캠핑장으로 접근하는 길은 잣나무 잎이 떨어져 폭신하고 햇살이 반짝거려 야외 테이블에 한참 머물게 한다. 맑은 숲속 공기와 멋진 풍경을 감상하며 행복한 시간을 보낼 수 있는 진정한 힐링을 추구하는 캠핑장이다.     관리실 건물에는 카페를 운영하며 이용객들의 조식으로 빵을 제공하는데 고급스런 셋팅이 너무나 맘에 든다.  가족중심 운영으로 따스하고 정감이 가는 캠핑장이다.","2024-05-09",,"",""
6542,"올덴캠핑장","여가활동","캠핑","일반야영장,자동차야영장,카라반,글램핑","경기도","가평군","청평면","고성리","23 번지","고재길","262-64 번",37.702,127.5169,"12456","경기도 가평군 청평면 고재길 262-64","경기도 가평군 청평면 고성리 23","031-585-5558","http://oldenps.co.kr/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 있음","물놀이장 보유","놀이터 보유","마트 있음","2","2","1","15","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 있음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 있음","시설 주변 물놀이(어린이놀이시설) 있음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 보유","글램핑 취사도구 미보유","수영장, 바비큐장, 픽업, 와이파이, 공용시설, 파티, 독채, 단체, 복층, 개별바비큐, 2인실, 침대방, 가족실, 계곡, 수상레저, 족구장, 반려동물, 카라반, 온돌방, 데크, 잔디","경기도 가평군 청평면 북한강 포세이돈 레저타운 인근에 위치한다.   청평호를 낀 내륙으로 인근에 많은 수상레저 업체들이 산재해 있는 곳이다.     청평호가 인접한 내륙 지역으로 대중교통(버스운영) 수단으로 접근보다는 자동차를 이용하는 방법을 추천한다. 팬션, 카란반, 오토캠핑을 복합 운영하는 곳으로 카라반, 바비큐장, 족구장이 객실과 수영장에서는 시원한 강바람을 맞으며 야외 활동을 즐길 수 있다.     카라반 4대와 글램핑 1동, 8m×8m 10면 오토캠핑장 사이트가 있으며 팬션을 함께 운영 중이다. 캠핑장 입구에는 특별한 인디안 텐트와 타프가 쳐진 파티용 데크가 있으며 잔디광장에는 카라반 5대와 캠프파이어를 할 수 있는 모닥불 시설을 갖추었다. 카라반은 잔디가 기본적으로 까려 있으며 나무데크와 그늘막을 설치하여 이용이 편리하고 파티가 가능한 수영장을 운영중이다. 카페를 운영중이며 다양한 메뉴 제공을 위하여 카페에 대형 화덕이 공사중으로 앞으로 판매될 음식을 기대하게 한다. ","2024-05-09",,"",""
6543,"올래캠핑장","여가활동","캠핑","자동차야영장","경기도","가평군","설악면","가일리","33 번지","어비산길","203 번",37.5925,127.5118,"12473","경기도 가평군 설악면 어비산길 203","경기도 가평군 설악면 가일리 33","031-584-8585","http://www.올래캠핑장.com/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 없음","4","2","3","8","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","주차, 예약, 남/녀 화장실 구분","경기도 가평군 설악면 가일리에 위치하는 올래캠핑장은 어비산 계곡 1급수 청정계곡과 눈부신 산들이 눌러 쌓인 캠핑장이다.     올래캠핑장은 계곡면을 따라 10여동의 텐트를 칠 수 있게 조성 된 아늑한 규모의 조용한 캠핑을 좋아하는 사람들에게 추천할 만한 곳이다. 캠핑장 사이트는 기본 5m×10m로 넉넉한 편이며  부대시설도 훌륭하다.    관리실은 매점과 같이 운영되고 별도 1동의 펜션과 방갈로 3개도 운영 중이다. 소규모 캠핑장답게 개수대 개수는 많지 않으나 특별한 관리를 하는 것처럼 깨끗하다. 매점의 판매용품은 장작과 일부 캠핑에 필요한 최소 용품만을 취급중이다.","2024-05-09",,"",""
