"ID","NAME","AVG_RATING","REVIEWS","PREDICT"
2645,"골드펫리조트",0," 숯불비용을 올리더라도 숯불통 지름이 많이 커졌으면 좋겠습니다",0
2646,"골드펫리조트",0," 가능한한 평 방문 추천합니다",1
2647,"골드펫리조트",0," 냉난방이 잘돼요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2648,"골드펫리조트",0,"금 금요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 소형견 프리미엄 카라반 랜덤배정 이용 방법 예약 후목적 여행동행 연인 배우자 골드펫리조트 프리미엄캐러반 호 숙박하고 왔습니다",1
2649,"골드펫리조트",0," 난방 좋았고 뜨거운물도 잘 나와서 좋았습니다",1
2650,"골드펫리조트",0," 약간의 침대위생은 내려놓으셔야 그리고 방음이 정말 안됩니다",0
2651,"골드펫리조트",0," 예민하신분들은 고려하셔야할것 같아요",0
2652,"골드펫리조트",0," 특히 호 프리미엄캐러반은 피하시길",1
2653,"골드펫리조트",0," 침대가 옆 글램핑이랑 붙어있어서 시끄러워서 힘들었습니다",1
2654,"골드펫리조트",0," 프리미엄캐러반 하실분들은 호실을 추천합니다",1
2655,"골드펫리조트",0," 그래도 강아지가 뛰놀기 너무 좋고 골프장이 바로 옆이라 기분이 괜히 좋아집니다 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2656,"골드펫리조트",0,"화 화요 번째 방문인증 수단예약 럽재림 리뷰 사진 팔로우 객실명 소형견 프리미엄 카라반 랜덤배정 목적 나들이 여행 상동행 연인 배우자 아이 반려동물 아이가 캠핑 가고싶다해서 알아보니 집에서 분 거리에 이런 곳이 있었네요",0
2657,"골드펫리조트",0," 불편한걸 싫어하는 저는 프리미엄 카라반으로 예약했습니다",1
2658,"골드펫리조트",0," 카라반은 전체적으로 깨끗해서 좋았어요",1
2659,"골드펫리조트",0," 하지만 아무래도 반려견들이 왔다갔다 이용하는 곳이다 보니 살짝 찝찝함은 감안해야겠지요",1
2660,"골드펫리조트",0," 하나 아쉬웠던건 카라반 바닥 난방이 고장나서 카라반에서 자는 낭만을 느끼지 못 했다는거 감기 걸리는것 보단 낭만을 포기하는게 나으니 콘도로 옮겼어요",1
2661,"골드펫리조트",0," 실랑이 없이 흔쾌히 옮겨 주셨어요",1
2662,"골드펫리조트",0," 콘도가 워낙 오래되서 컨디션 좋진 않았지만 하룻밤 그냥 자는거니까 그러려니 했어요",0
2663,"골드펫리조트",0," 강쥐 목줄 없이 뛰놀게 해주는것만으로 만족했습니다",1
2664,"골드펫리조트",0," 다음엔 바닥 난방 잘 되는 카라반으로 한번 더 가고싶어요 아이도 강쥐도 저희 부부도 넘 좋았어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2665,"골드펫리조트",0,"금 금요 번째 방문인증 수단예약 이응교 리뷰 사진 팔로워 팔로우 객실명 소형견 글램핑 랜덤배정 목적 기념 가족모임동행 연인 배우자 반려동물 결혼기념 이라 남편이랑 솜이랑 다녀왔어요",1
2666,"골드펫리조트",0," 계획없다가 집이랑 가까워서 급 예약하고 하루 놀다옴",0
2667,"골드펫리조트",0," 대형 소형 운동장이 따로 있고 넓직해서 속이 탁 트임",0
2668,"골드펫리조트",0," 반려동물과 가기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2669,"골드펫리조트",0,"금 금요 번째 방문인증 수단예약 로미엄마 리뷰 사진 팔로우 객실명 소형견 스탠다드 콘도 층 랜덤배정 목적 여행동행 연인 배우자 소형견 스탠더드 콘도는 룸에서 공용운동장이 베란다로 연결된 점이 젤 좋아요",1
2670,"골드펫리조트",0," 예전에 프리미엄 콘도로 박 했다가 그다음부턴 스탠다드 콘도로 가는건 넓은 공용운동장과의 접근성 때문예요",0
2671,"골드펫리조트",0," 어차피 강아지들 놀아주려고 가는 여행이니까요",1
2672,"골드펫리조트",0," 침구도 깨끗하고 괜찮은 편이고 실내공간이 넓은 것도 장점예요",1
2673,"골드펫리조트",0," 거실 방 욕실 다 넓은 편인데 문제는 온수가 그닥 뜨겁지가 않았어요",0
2674,"골드펫리조트",0," 추위 많이 타는 편이라 샤워할때 추워서 힘들었어요 개수대가 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 명 방문 ",1
2675,"골드펫리조트",0," 요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 중 대형견 글램핑 랜덤배정 멍멍이랑 뛰뛰하기 좋아요 근처 거주하면 날 좋은날 잘 이용할수 있을거 같아요 소형견 중대형견 기준이 견종이 아니라 키로수 인거 같아요 이 기준이구요 중대형견존이랑 소형견존 잘 구분되어있어서 편했어요 소형견쪽도 넓고 대형견쪽도 넓고 내부시설은 씻지 않는조건으로 하루 놀기는 좋네요 반려동물과 가기 좋아요 반응 남기기 반응 남기기 방문 ",1
2676,"골드펫리조트",0,"금 금요 번째 방문인증 수단예약 주니츄츄 리뷰 사진 팔로워 팔로우 객실명 소형견 스탠다드 콘도 층 랜덤배정 목적 가족모임동행 연인 배우자 베란다문열면 바로 강쥐들 뛰놀수있는 운동장이여서 좋았어요 화장실은리모델링되어있어서 좋았고 전체적으로 방은 노후화되어있으나 엄청 깔끔함을 신경쓴게 느껴졌어요 난방도 뜨끈뜨끈 더웠어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2677,"골드펫리조트",0,"금 금요 번째 방문인증 수단예약 비손커뮤니케이션즈 리뷰 사진 팔로우 객실명 중 대형견 글램핑 랜덤배정 목적 가족모임동행 연인 배우자 아이 두번째 방문인데 좋아요 강아지한테 좋은 선물인듯 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2678,"골드펫리조트",0,"토 토요 번째 방문인증 수단예약",1
2697,"공릉관광지 캠핑장",0," 회 명 참여 깨끗해요 이 키워드를 선택한 인원 주차하기 편해요 이 키워드를 선택한 인원 조용히 쉬기 좋아요 이 키워드를 선택한 인원 뷰가 좋아요 이 키워드를 선택한 인원 화장실이 잘 되어있어요 이 키워드를 선택한 인원 더보기 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
2698,"공릉관광지 캠핑장",0," 크리미스트 리뷰 사진 팔로우 주차가편해요 주차하기 편해요 반응 남기기 반응 남기기 방문 ",1
2699,"공릉관광지 캠핑장",0," 요 번째 방문인증 수단영수증 리뷰 사진 팔로우 목적 나들이동행 아이 아이들과 놀기 좋아요 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2700,"공릉관광지 캠핑장",0," 요 번째 방문인증 수단영수증 리뷰 사진 팔로우 화장실이 잘 되어있어요 반응 남기기 반응 남기기 방문 ",1
2701,"공릉관광지 캠핑장",0," 요 번째 방문인증 수단영수증 디농 리뷰 사진 팔로우 좋아요 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2702,"공릉관광지 캠핑장",0,"수 수요 번째 방문인증 수단영수증 박상희 리뷰 사진 팔로워 팔로우 굿 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2703,"공릉관광지 캠핑장",0,"목 목요 번째 방문인증 수단영수증 빈 리뷰 사진 팔로우 목적 친목동행 친구 초등미만아이들이 갈만한곳이네요 주차하기 편해요 반응 남기기 반응 남기기 방문 ",1
2704,"공릉관광지 캠핑장",0," 요 번째 방문인증 수단영수증 리뷰 사진 팔로우 굿 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2705,"공릉관광지 캠핑장",0,"금 금요 번째 방문인증 수단영수증 별이딸기토끼 리뷰 사진 팔로우 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2706,"공릉관광지 캠핑장",0,"금 금요 번째 방문인증 수단영수증 싱글방글 리뷰 사진 팔로우 굿 조용히 쉬기 좋아요 반응 남기기 반응 남기기 방문 ",1
2707,"공릉관광지 캠핑장",0,"금 금요 번째 방문인증 수단영수증 영율맘욱처 리뷰 사진 팔로워 팔로우 음악좀 틀어주세여 놀이동산이 넘 스산해요 조용히 쉬기 좋아요 반응 남기기 반응 남기기 방문 ",1
2708,"공릉관광지 캠핑장",0," 요 번째 방문인증 수단영수증",0
2800,"광릉솔개캠핑장",4.45,"방문 키워드 통계 그래프 예시입니다",0
2801,"광릉솔개캠핑장",4.45," 현재 명 참여 명 이상 참여하면 방문 키워드 통계가 공개됩니다 리뷰 쓰기 ",1
2802,"광릉솔개캠핑장",4.45," 개 평점 명 참여 안내 만족도 서비스 부대 공용시설 메인시설 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",1
2803,"광릉솔개캠핑장",4.45," 동동이가좋아 리뷰 사진 팔로워 팔로우 동영상 썸네 조용함 사이트 간격 넓직하고 화장실이나 샤워실 매점 등 편의시설 잘 되어있고 아이들 놀이시설 방방이도 있어서 아이들과 함께가기 좋았습니다 조금 늦게까지 시이후 에도 온수나왔음",1
2804,"광릉솔개캠핑장",4.45," 쟈방문의사 친절해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2805,"광릉솔개캠핑장",4.45,"토 토요 번째 방문인증 수단영수증 만능양념 리뷰 사진 팔로워 테마 팔로우 진짜 최악의 캠핑장",0
2806,"광릉솔개캠핑장",4.45," 그동안 캠핑 다니면서 이런 난민촌 첨 보네요 보리울보다 배 더 심하다고 보면 됨 ",0
2807,"광릉솔개캠핑장",4.45," 데크관리 방역관리는 참고 넘어간다해도 이거 참는것만해도 보살임 화장실 개수대는 보수좀하던지 아님 갯수라도 여유있게 만들던지 새벽 시가 넘어도 애새끼들 웃음소리 울음소리 단체캠 온 성인들 술마시고 난장피는 소리",1
2808,"광릉솔개캠핑장",4.45,"그누구도 제지 안함",0
2809,"광릉솔개캠핑장",4.45," 진심 여기 좋다고 리뷰 단 사람들 다른 캠핑장 다녀본 사람들인지 궁금하네요",1
2810,"광릉솔개캠핑장",4.45," 못믿으시겠다면 직접 경험해보세요 반응 남기기 명 방문 ",1
2811,"광릉솔개캠핑장",4.45,"토 토요 번째 방문인증 수단결제내역 리뷰 사진 팔로워 팔로우 좋아요 친절해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2812,"광릉솔개캠핑장",4.45,"토 토요 번째 방문인증 수단영수증 와닝반쪽 리뷰 사진 팔로우 멋진곳이예요 뷰가 좋아요 반응 남기기 반응 남기기 방문 ",1
2813,"광릉솔개캠핑장",4.45,"토 토요 번째 방문인증 수단영수증 리뷰 사진 팔로우 별점 ",0
2814,"광릉솔개캠핑장",4.45," 점 친절하고 젛아요 반응 남기기 반응 남기기 방문 ",1
2815,"광릉솔개캠핑장",4.45,"토 토요 번째 방문인증 수단영수증 시와니엄마 리뷰 사진 팔로워 팔로우 별점 점 좋아요 집이랑 가까워서 자주와요 사장님도 친절하시고 반응 남기기 반응 남기기 방문 ",1
2816,"광릉솔개캠핑장",4.45,"금 금요 번째 방문인증 수단영수증 현이 리뷰 사진 팔로워 팔로우 별점 점 친절하고 한가하고 좋아요 반응 남기기 반응 남기기 방문 ",1
2817,"광릉솔개캠핑장",4.45,"수 수요 번째 방문인증 수단영수증 리뷰 사진 팔로워 팔로우 별점 점 좋아요 반응 남기기 반응 남기기 방문 ",1
2818,"광릉솔개캠핑장",4.45,"목 목요 번째 방문인증 수단영수증",0
2819,"광릉숲 이야기 캠핑장",4.74," 회 명 참여 깨끗해요 이 키워드를 선택한 인원 주차하기 편해요 이 키워드를 선택한 인원 조용히 쉬기 좋아요 이 키워드를 선택한 인원 화장실이 잘 되어있어요 이 키워드를 선택한 인원 공용시설 관리가 잘돼요 이 키워드를 선택한 인원 더보기 ",1
2820,"광릉숲 이야기 캠핑장",4.74," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
2821,"광릉숲 이야기 캠핑장",4.74," 벨라 리뷰 사진 팔로우 목적 친목 여행 가족모임동행 연인 배우자 아이 진짜 최고의 캠핑장입니다",1
2822,"광릉숲 이야기 캠핑장",4.74," 그동안 여라 캠핑장을 다녀 보았지만 이렇게 시설 깨끗하고 아이들 놀기 좋은 캠핑장은 첨입니다",1
2823,"광릉숲 이야기 캠핑장",4.74," 우선 개별 타프존 이 비바람을 막아주고 사생활도 보호해주는데 답답하면 옆에 롤러로 개방이 가능해서 너무너무 좋았습니다",1
2824,"광릉숲 이야기 캠핑장",4.74," 안그래도 새벽에 비가 살짝 내렸는데 전 혀 지장 없이 꿀잠 잤네요",1
2825,"광릉숲 이야기 캠핑장",4.74," 그리고 사진은 못찍었는데 아이들 키즈룸이 정말 크고 깨끗해서 아이들이 날씨 상관없이 뛰어놀기 너무너무 좋았어요",1
2826,"광릉숲 이야기 캠핑장",4.74," 그리고 야외에는 방방이도 있는데 여태 다녀본 방방이중 제 깨끗하고 관리가 잘 돼있어서 아이들이 너무 좋아했습니다",1
2827,"광릉숲 이야기 캠핑장",4.74," 그리고 또 바닥에 인조 잔디가 깔려있어서 배수 너무잘되고 아이들이 맘껏 뛰어놀수 있었어요",1
2828,"광릉숲 이야기 캠핑장",4.74," 사장님이 츤데레이신데 모닝커피도 그냥 마시라구 주셨어요",1
2829,"광릉숲 이야기 캠핑장",4.74," 너무 좋은추억 만들고 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2830,"광릉숲 이야기 캠핑장",4.74," 요 번째 방문인증 수단영수증 은자매 리뷰 사진 팔로우 동영상 썸네 동영상 썸네 동영상 썸네 이번에 새롭게 리뉴얼되어 새로오픈한 캠핑장 이예요 사이트별로 개별편의동이 있어 너무 편해요 철수하는날아침 비가왔는데 타프와 사방이 천막으로 되있는곳이라 비한방울 안맞고 마지막까지 기분좋게 퇴실할수 있었어용 완벽한 캠핑장이예요 아이들 실내놀이방도 넓직하게 있구 타미야트랙 방방이 수영장도 있어요 비가오나 눈이오나 덥거나 춥거나 날씨에 상관없이 캠핑을 할수있고 아이들이 놀수있는 공간이 있어 최고입니다 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2831,"광릉숲 이야기 캠핑장",4.74," 요 번째 방문인증 수단결제내역 이아란 리뷰 사진 팔로우 객실명 카라반글램핑 생애 처음으로 친구랑 간 글램핑이에요",1
2832,"광릉숲 이야기 캠핑장",4.74," 휴가철이라 간신히 찾은 곳이었고 정말 좋았어요 사장님의 친절함이 진짜 촤고였고 카라반 안은 너무 시원했어요",1
2833,"광릉숲 이야기 캠핑장",4.74," 입실 전 틀어 놓으신것 같더라고요 사소한 배려들이 엄청 많으셨는데 너무 좋았어요",1
2834,"광릉숲 이야기 캠핑장",4.74," 식기들도 전부 깨끗했고 의자도 다 감사합니다 덕분에 좋은 기억이 됐어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2835,"광릉숲 이야기 캠핑장",4.74," 요 번째 방문인증 수단예약 리뷰 사진 팔로워 팔로우 굳 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2836,"광릉숲 이야기 캠핑장",4.74,"토 토요 번째 방문인증 수단영수증 히로히데오 리뷰 사진 팔로우 너무 깔끔하고 사장님 친절하시고 좋아요",1
2837,"광릉숲 이야기 캠핑장",4.74," 화장실은 물론 캠핑장 곳곳이 너무 깨끗해요 리모델링 이후에 꼭 재방문하고싶어요 화장실이 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2838,"광릉숲 이야기 캠핑장",4.74,"토 토요 번째 방문인증 수단영수증 혀나혀나 리뷰 사진 팔로우 객실명 카라반글램핑 우선 제 중요했던 청결 너무너무 깨끗했구요 화장실 샤워실 모두 연식에 비해 관리가 잘되어있어 좋았습니다",1
2839,"광릉숲 이야기 캠핑장",4.74," 카라반도 너무 좋았구요 캠핑용품이 정말 잘 구비되어있어 정말 이불이랑 먹을거리만 사가면 좋을것같아요 관리가 정말 잘되어있는 곳입니다",1
2840,"광릉숲 이야기 캠핑장",4.74," 벌써 또또 가고싶네요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2841,"광릉숲 이야기 캠핑장",4.74,"토 토요 번째 방문인증 수단예약 초보라이프 리뷰 사진 팔로우 객실명 카라반글램핑 사장님 친절하고 시설도 깔끔하니 다음에 또 갈게요 화장실이 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2842,"광릉숲 이야기 캠핑장",4.74,"토 토요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 카라반글램핑 친절하시고 분위기 좋고 편하게 쉬다 갑니다 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2843,"광릉숲 이야기 캠핑장",4.74,"금 금요 번째 방문인증 수단예약 니케 리뷰 사진 팔로우 잘쉬다 왔습니다 사장님 쉬지도 않으시고 관리하신다고 열심히 시네요 다만 적은인원으로 하루종 캠핑장 관리해서 그런지 신경질적으로 짜증섞인 말투로 애기를 자자 해서 그건 좀 아쉬웠습니다 같은말이라도 공손하게 예의있게 해주면 더 좋을듯 합니다 화장실이 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 명 방문 ",1
2844,"광릉숲 이야기 캠핑장",4.74," 요 번째 방문인증 수단영수증 리뷰 사진 팔로워 팔로우 굿 깨끗해요 반응 남기기 반응 남기기 방문 ",1
2845,"광릉숲 이야기 캠핑장",4.74,"금 금요 번째 방문인증 수단영수증",0
2846,"광명도덕산캠핑장",4.3," 회 명 참여 주차하기 편해요 이 키워드를 선택한 인원 깨끗해요 이 키워드를 선택한 인원 뷰가 좋아요 이 키워드를 선택한 인원 조용히 쉬기 좋아요 이 키워드를 선택한 인원 공용시설 관리가 잘돼요 이 키워드를 선택한 인원 더보기 ",1
2847,"광명도덕산캠핑장",4.3," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
2848,"광명도덕산캠핑장",4.3," 리뷰 사진 팔로우 좋아요 반응 남기기 반응 남기기 방문 ",1
2849,"광명도덕산캠핑장",4.3," 요 번째 방문인증 수단영수증 잠만보 리뷰 사진 팔로워 팔로우 목적 데이트동행 연인 배우자 좋아요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2850,"광명도덕산캠핑장",4.3,"목 목요 번째 방문인증 수단영수증 리뷰 사진 팔로우 좋아요 반응 남기기 반응 남기기 방문 ",1
2851,"광명도덕산캠핑장",4.3,"목 목요 번째 방문인증 수단영수증 음뚜아 리뷰 팔로우 굿 주차하기 편해요 반응 남기기 반응 남기기 방문 ",1
2852,"광명도덕산캠핑장",4.3," 요 번째 방문인증 수단영수증 리니유니사랑 리뷰 사진 팔로우 별점 ",0
2853,"광명도덕산캠핑장",4.3," 점 주차요금 할인 있으면 좋겠네요 반응 남기기 반응 남기기 방문 ",1
2854,"광명도덕산캠핑장",4.3,"화 화요 번째 방문인증 수단영수증 광주댁 리뷰 사진 팔로우 별점 점 연 도 기온으로 여름에 시원해요 반응 남기기 반응 남기기 방문 ",1
2855,"광명도덕산캠핑장",4.3," 요 번째 방문인증 수단영수증 리뷰 사진 팔로워 팔로우 별점 ",1
2856,"광명도덕산캠핑장",4.3," 점 완전 친절하세요 반응 남기기 반응 남기기 방문 ",1
2857,"광명도덕산캠핑장",4.3,"토 토요 번째 방문인증 수단영수증 시간은빠르다 리뷰 사진 팔로우 별점 점 선불이라 놀람 자리는많은데 차가 굉장히많아서 협소함 반응 남기기 반응 남기기 방문 ",1
2858,"광명도덕산캠핑장",4.3,"토 토요 번째 방문인증 수단영수증 유현 리뷰 사진 팔로워 팔로우 별점 ",1
2859,"광명도덕산캠핑장",4.3," 점 주차장이 넓어서 좋네오 주차하기 편해요 반응 남기기 반응 남기기 방문 ",1
2860,"광명도덕산캠핑장",4.3,"토 토요 번째 방문인증 수단영수증 해맑은 앤디 리뷰 사진 팔로워 팔로우 별점 ",0
2861,"광명도덕산캠핑장",4.3," 점 주차하기 편해요 공용시설 관리가 잘돼요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
2862,"광명도덕산캠핑장",4.3," 요 번째 방문인증 수단영수증",0
2980,"구름계곡캠핑장",0,"방문 키워드 통계 그래프 예시입니다",0
2981,"구름계곡캠핑장",0," 현재 명 참여 명 이상 참여하면 방문 키워드 통계가 공개됩니다 리뷰 쓰기 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
2982,"구름계곡캠핑장",0," 리뷰 팔로우 굿굿 반응 남기기 반응 남기기 방문 ",1
2983,"구름계곡캠핑장",0," 요 번째 방문인증 수단영수증 리뷰 팔로우 굿굿 반응 남기기 반응 남기기 방문 ",1
2984,"구름계곡캠핑장",0," 요 번째 방문인증 수단영수증 성점현 리뷰 팔로우 굿굿 반응 남기기 반응 남기기 방문 ",1
2985,"구름계곡캠핑장",0," 요 번째 방문인증 수단영수증 밍 리뷰 사진 팔로우 굿굿 반응 남기기 반응 남기기 방문 ",1
2986,"구름계곡캠핑장",0," 요 번째 방문인증 수단영수증",0
3456,"국망봉 자연휴양림캠핑장",4.17," 회 명 참여 깨끗해요 이 키워드를 선택한 인원 개수대가 잘 되어있어요 이 키워드를 선택한 인원 온수가 잘 나와요 이 키워드를 선택한 인원 조용히 쉬기 좋아요 이 키워드를 선택한 인원 그늘이 많아요 이 키워드를 선택한 인원 더보기 ",1
3457,"국망봉 자연휴양림캠핑장",4.17," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
3458,"국망봉 자연휴양림캠핑장",4.17," 햐얀꺄먕 리뷰 사진 팔로워 테마 팔로우 객실명 마당자리 애완견 불가 목적 가족모임동행 연인 배우자 아이 포천이라 거리도 가깝고 공간이 넓은사이트가많아 텐트치기엔 좁지않아 어려움없이 칠수있어 만족스러웠어요 여자사장님이 친절하세요 공용시설들도 청결하게 관리해주셔서 유지가잘되는것 같고 특히나 쓰레기분리수거장 너무깨끗해서 놀랬어요 오시는 이용객들도 다들 규칙을잘지키며 매너있는 캠프족들이 오는곳 같아 행사많을때 그들있는 자리로 재방문할 예정입니다 ",1
3459,"국망봉 자연휴양림캠핑장",4.17," 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 명 방문 ",1
3460,"국망봉 자연휴양림캠핑장",4.17,"금 금요 번째 방문인증 수단예약 애니윙 리뷰 사진 팔로워 팔로우 목적 여행동행 아이 캠핑장에 가면 항상 땀을 뻘뻘 흘리며 텐트를 치곤했는데 여기는 나무가 사이트마다 가득하고 차를 템트 옆에바로 둘수 있어서 편리했어요 아이와 가기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 명 방문 ",1
3461,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단영수증 퀴라소 리뷰 사진 팔로우 목적 가족모임동행 연인 배우자 아이 반려동물 오늘 처음와본 캠핑장이에요 반려견동반이라서 으슥한 비밀정원사이트에서 했는데 호젓하고 물소리도 있어서 너무 좋아요 사이트규격도 넓고 전기사용도 편해요",1
3462,"국망봉 자연휴양림캠핑장",4.17," 체크인때 동의서 작성하는것도 뭔가 체계적으로 관리하시는 느낌있어서 저는 좋았어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3463,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 초코베리존 목적 나들이 여행동행 연인 배우자 아이 애들 놀게 뭐 없을까 했는데 토요 되면 에어바운스도 설치되고 사장님께서 친절하게 아이들과 잘 어울려서 즐기시는 모습이 정말 보기 좋았어요",1
3464,"국망봉 자연휴양림캠핑장",4.17," 나무가 많아서 여름되면 그늘도 시원할 것 같아서 수영하러 또 와야겠어요 화장실도 따로 슬리퍼 있어서 굉장히 깔끔히 유지됩니다",1
3465,"국망봉 자연휴양림캠핑장",4.17," 요즘 캠핑장 말도안되게 비싼 곳 많은데 가성비 좋아요 그늘이 많아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3466,"국망봉 자연휴양림캠핑장",4.17,"금 금요 번째 방문인증 수단예약 리뷰 사진 팔로우 목적 나들이동행 지인 동료 아이 첫방문인데 매우 마음에 듭니다",1
3467,"국망봉 자연휴양림캠핑장",4.17," 아이들이랑 왔는데 놀거리도 많고 즐길거리도 많아서 엄청 좋아하네요",1
3468,"국망봉 자연휴양림캠핑장",4.17," 한적하고 사장님도 매우 친절합니다",1
3469,"국망봉 자연휴양림캠핑장",4.17," 조만간 재방문 하려고 합니다 강추 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3470,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단영수증 스머프 리뷰 사진 팔로우 목적 가족모임동행 친척 형제 사장님도 친절하시고 사이트도 넓고 좋네요 개수대도 깨끗하고 다음에도 또 와야겠어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3471,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단영수증 자벌레 리뷰 사진 팔로우 목적 데이트 여행 상동행 연인 배우자 사이트 크기가 넓고 비수기라 융통성 있게 간격이 넓게 사용하게 해주셔서 쾌적하게 지낼 수 있어요 저희는 여울목 번 사이트 사용했는데 넓어서 안쪽에 주차를 하고도 넉넉했습니다 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3472,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단영수증 치산 리뷰 사진 팔로우 객실명 마당자리 두가족사이트 애완견 불가 목적 친목동행 친구 아이 두가족 사이트 정말 좋았어요",1
3473,"국망봉 자연휴양림캠핑장",4.17," 아이들과 함께했는데 아이들을 위한 프로그램 시설이 마음에 들어요",1
3474,"국망봉 자연휴양림캠핑장",4.17," 다시 방문 할게요",1
3475,"국망봉 자연휴양림캠핑장",4.17," 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3476,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단예약 권하 리뷰 사진 팔로우 객실명 마당자리 애완견 불가 목적 가족모임동행 친구 오랜만에 갔는데 좋았어요 비온다고햇는데 비도안오고 조용히 쾌적하게 다녀왔어요 사람도 많지 않아서 더 좋았네여 깨끗해요 반응 남기기 반응 남기기 방문 ",1
3477,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단예약 쮸우 리뷰 사진 팔로우 객실명 마당자리 애완견 불가 이용 방법 예약 후목적 나들이동행 아이 아이와 가기좋은 곳인것같습니다 사장님께서 아이들도 이뻐해주시고 다양한 프로그램해주셔서 좋았습니다 친절해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
3478,"국망봉 자연휴양림캠핑장",4.17,"토 토요 번째 방문인증 수단예약",1
3575,"귀한농부학교 캠핑장",4.23," 회 명 참여 온수가 잘 나와요 이 키워드를 선택한 인원 매너타임이 잘 지켜져요 이 키워드를 선택한 인원 주차하기 편해요 이 키워드를 선택한 인원 그늘이 많아요 이 키워드를 선택한 인원 바비큐 해먹기 좋아요 이 키워드를 선택한 인원 더보기 ",1
